sv	Ska jag bli utbytt?	en	Am I being replaced?	utbyta
sv	Ge mig en till spik.	en	Give me another nail.	spik
sv	Ta en drink med mig.	en	Have a drink with me.	drink
sv	Jag blev kidnappad av utomjordingar.	en	I was abducted by aliens.	kidnappa
sv	Det insisterar jag på.	en	I insist on that.	insistera
sv	Det finns ett piano i rummet.	en	There is a piano in the room.	piano
sv	Jag kunde ha drunknat.	en	I could've drowned.	drunkna
sv	Jag ser en adelsman och en adelsdam.	en	I see a nobleman and a noblewoman.	adelsman
sv	Han festar för mycket.	en	He parties too much.	festa
sv	Stop, förbipasserande kommer att se oss.	en	Stop, passersby will notice us.	förbipasserande
sv	Den psykiatern har specialiserat sig på ätstörningar.	en	That psychiatrist specialized in eating disorders.	specialisera
sv	Jag vill ha fläkten.	en	I want the fan.	fläkt
sv	Jag ska ta min kappa.	en	I'll get my coat.	kappa
sv	Fick han ett kvitto?	en	Did he get a receipt?	kvitto
sv	Han såg på kapplöpningen med sin kikare.	en	He watched the horse race with his binoculars.	kapplöpning
sv	Han blev försenad till arbetsintervjun.	en	He was late for the job interview.	försena
sv	Han gifte sig med en skådespelerska.	en	He married an actress.	skådespelerska
sv	Det tjänar inget till att bråka med honom om det.	en	It is no use arguing with him about it.	bråka
sv	Jag måste få en penna.	en	I need to get a pen.	penna
sv	Du kan använda mitt skrivbord om du vill.	en	You can use my desk if you want to.	skrivbord
sv	Jag köper silver från en man som äger en gruva.	en	I buy silver from a man who owns a mine.	gruva
sv	Jag ska ta med er till mitt palats imorgon.	en	I will take you to my palace tomorrow.	palats
sv	Jag gör mina läxor.	en	I'm doing my homework.	läxa
sv	Jag gör mina läxor.	en	I am doing my homework.	läxa
sv	Jag måste göra min läxa.	en	I must do my homework.	läxa
sv	Har alla gjort sina läxor?	en	Did everyone do their homework?	läxa
sv	Jag skulle vilja att du betalar i förskott.	en	I'd like you to pay the money in advance.	förskott
sv	Jag har inget fodral till mina glasögon.	en	I don't have a case for my glasses.	glasögon
sv	Jag har massvis med saker att göra.	en	I've got plenty to do.	massvis
sv	Vi har fått in ett klagomål.	en	We've had a complaint.	klagomål
sv	Hur skulle jag kunna trösta dig?	en	How could I comfort you?	trösta
sv	Hur ska jag någonsin kunna återgälda dig?	en	How can I ever repay you?	återgälda
sv	Jag vill ha samma ordbok som din syster.	en	I want the same dictionary that your sister has.	ordbok
sv	Jag ber om ursäkt om jag har sårat dig.	en	I apologize if I hurt your feelings.	såra
sv	Han går som en anka.	en	He walks like a duck.	anka
sv	Förlåt att jag har orsakat dig så mycket besvär.	en	I'm sorry to have caused you so much trouble.	förlåt
sv	Kom så går vi upp på däck.	en	Let's go up on deck.	däck
sv	Far, får får får? Nej, får får lamm.	en	Father, do sheep have sheep? No, sheep have lambs.	lamm
sv	Jag skulle vilja växla ett tusen kronor till dollar.	en	I would like to convert a thousand kronor to dollars.	växla
sv	Han fick sladd i en rondell och voltade med bilen.	en	He lost control with the car in a roundabout and it flipped.	rondell
sv	Jag trodde att jag såg ett spöke.	en	I thought I saw a ghost.	spöke
sv	Får jag se ditt körkort?	en	Can I see your driving license?	körkort
sv	Jag såg dig på utsidan.	en	I saw you outside.	utsida
sv	Jag ska göra din nya dräkt.	en	I'll make you a new suit.	dräkt
sv	Jag önskar att jag hade en tvilling.	en	I wish I had a twin.	tvilling
sv	Det kostade mig tiotusen yen att få min tv-apparat reparerad.	en	It cost me ten thousand yen to have my television set repaired.	reparera
sv	Vad skulle du göra om du såg ett spöke?	en	What would you do if you saw a ghost?	spöke
sv	Jag tror att de flesta skulle samtycka.	en	I think most people would agree.	samtycka
sv	Förlåt, jag tror inte att jag kan.	en	I'm sorry, I don't think I can.	förlåt
sv	Du kommer inte kunna övertala Tom att göra det där.	en	You won't be able to talk Tom into doing that.	övertala
sv	Om han ansträngde sig så skulle han lyckas.	en	If he tried hard, he would succeed.	anstränga
sv	Tom måste bestraffas för det som han gjorde.	en	Tom must be punished for what he did.	bestraffa
sv	Jag vet att Fadil hade en flickvän.	en	I know Fadil had a girlfriend.	flickvän
sv	Tom kommer inte att ha på sig en slips.	en	Tom won't be wearing a tie.	slips
sv	Jag har en ärta i min högra näsborre.	en	There's a pea in my right nostril.	ärta
sv	Att ha för mycket att välja på kan vara överväldigande.	en	Having too much choice can be overwhelming.	överväldigande
sv	Jag lovar att säga till om jag ser något passande.	en	I promise to tell you if I find something proper.	passande
sv	Så du ska ingenstans imorgon?	en	So you're not going anywhere tomorrow?	ingenstans
sv	Vill du få stryk?	en	You want to get beaten up?	stryk
sv	Bekymra dig inte om det!	en	Don't worry about it!	bekymra
sv	Du kunde ha drunknat.	en	You could've drowned.	drunkna
sv	Kan jag kyssa dig?	en	May I kiss you?	kyssa
sv	Får jag kyssa dig?	en	May I kiss you?	kyssa
sv	Jag vill inte förråda dig.	en	I won't betray you.	förråda
sv	Vill du ha lite mer sås?	en	Would you like some more gravy?	sås
sv	Jag fick en bot på tjugo dollar för olovlig parkering.	en	I was fined 20 dollars for illegal parking.	parkering
sv	Du verkar ha förväxlat mig med min storebror.	en	You seem to have mistaken me for my older brother.	förväxla
sv	Du verkar ha förväxlat mig med min storebror.	en	You seem to have mistaken me for my elder brother.	förväxla
sv	Jag fick dig att känna dig obekväm, inte sant?	en	I made you feel uncomfortable, didn't I?	obekväm
sv	Jag böjer mig inte en millimeter i den här frågan.	en	I will not give an inch on this point.	böja
sv	Du gör alltid en höna av en fjäder!	en	You always make mountains out of molehills!	höna
sv	Han bråkar med alla han känner.	en	He quarrels with every person he knows.	bråka
sv	Han gör en höna av en fjäder.	en	He makes a mountain out of a molehill.	fjäder
sv	Gör det dig upprörd?	en	Does it upset you?	uppröra
sv	Jag höll på att bli sömnig.	en	I was getting sleepy.	sömnig
sv	Jag har bara en penna.	en	I have only one pen.	penna
sv	Jag går om du insisterar.	en	I'll go if you insist.	insistera
sv	Jag tror att jag har råkat på en förkylning.	en	I think I'm getting a cold.	förkylning
sv	Jag trodde att jag skulle kvävas i det överfulla tåget.	en	I thought I would suffocate on the overcrowded train.	kväva
sv	Jag fick ett brev som underrättade mig om hans ankomst.	en	I received a letter informing me of his arrival.	underrätta
sv	Jag vet att du aldrig skulle göra det avsiktligt.	en	I know you'd never do that intentionally.	avsiktlig
sv	Se upp, mannen har en pistol.	en	Watch out, the man has a gun.	pistol
sv	Jag vill ha en massage. Jag behöver slappna av.	en	I want a massage. I need to relax.	massage
sv	Jag hoppas att alla dina drömmar går i uppfyllelse.	en	I hope that all your dreams come true.	uppfyllelse
sv	Regeringen har gjort kraftansträngningar för att utrota analfabetismen.	en	The government has made joint efforts to eradicate illiteracy.	utrota
sv	Bli inte så defensiv. Jag skyller inte på dig.	en	Don't get defensive. I'm not blaming you.	defensiv
sv	Jag hade en bra ledighet.	en	I had a good holiday.	ledighet
sv	Rör mig nu om du är en man.	en	Touch me now if you're a man.	rör
sv	Jag kommer aldrig att be om barmhärtighet.	en	I'll never ask for clemency.	barmhärtighet
sv	Jag ska nog supa skallen av mig.	en	I'll probably get hammered drunk.	supa
sv	Förlåt att jag inte kan göra dig lycklig.	en	I'm sorry that I can't make you happy.	förlåt
sv	Det verkar som att jag har en lätt förkylning.	en	It seems I have a slight cold.	förkylning
sv	Du kan använda ett lexikon till den här tentamen.	en	You can use a dictionary for this exam.	lexikon
sv	Du måste göra dina läxor.	en	You must do your homework.	läxa
sv	Missförstå mig ej, vi gör inga löften.	en	Don't misunderstand me; we are not making any promises.	missförstå
sv	Hon har en papegoja som husdjur.	en	She keeps a parrot as a pet.	husdjur
sv	Hon har en ödletatuering på låret.	en	She has a tattoo of a lizard on her thigh.	lår
sv	Ibland kan man unna sig lite lyx.	en	Sometimes you can indulge yourself in some luxury.	lyx
sv	Jag studerade flitigt när jag gick i skolan.	en	I studied hard when I was in school.	flitig
sv	Det tog en månad för min förkylning att gå över.	en	It took me a month to get over my cold.	förkylning
sv	Jag har inget ytterligare att säga.	en	I have nothing more to say.	ytterlig
sv	Det finns ingen chans att han kommer att återhämta sig.	en	There's no chance that he'll recover.	återhämta
sv	Jag måste förnya mitt ID-kort.	en	I need to renew my ID card.	förnya
sv	Du ser ut som en apa.	en	You look like a monkey.	apa
sv	Du håller på att kväva mig.	en	You're choking me.	kväva
sv	Du ser ut som en docka.	en	You look like a doll.	docka
sv	Jag tycker mycket mer om rött än vitt.	en	I like red wine much more than white wine.	vitt
sv	Jag skulle vilja ha lite vitt vin, tack.	en	I'd like some white wine, please.	vitt
sv	Det kommer att bli ganska kyligt.	en	It is going to be rather cool.	kylig
sv	Jag gick in i en spegel.	en	I walked into a mirror.	spegel
sv	Jag tänker inte gifta mig med dig.	en	I'm not marrying you.	gift
sv	Gav du honom ditt telefonnummer?	en	Did you give him your phone number?	telefonnummer
sv	Jag skulle inte ha något emot en drink.	en	I wouldn't have anything against a drink.	drink
sv	Har du namngett din nyfödda bäbis?	en	Have you named your new born baby?	nyfödd
sv	Det måste göras omgående.	en	It must be done immediately.	omgående
sv	Vi ska slutföra det här.	en	We're going to finish this.	slutföra
sv	Det här kommer att ta åratal.	en	This is going to take years.	åratal
sv	Jag fick veta att du kände till Toms telefonnummer.	en	I was told that you know Tom's telephone number.	telefonnummer
sv	Jag skulle vilja betala med mitt kreditkort i stället.	en	I'd like to pay with my credit card instead.	kreditkort
sv	Vem sa att jag har en pistol?	en	Who said I had a gun?	pistol
sv	Vem sa att jag har en pistol?	en	Who says that I have a gun?	pistol
sv	Min far insisterade på att vi skulle vänta på tåget.	en	My father insisted on our waiting for the train.	insistera
sv	Du har på dig min skjorta, Tom.	en	You're wearing my shirt, Tom.	skjorta
sv	Han har en begåvning för musik.	en	He has a gift for music.	begåvning
sv	Till min förvåning så hade han en vacker röst.	en	To my surprise, he had a beautiful voice.	förvåning
sv	Hon tycker mycket om att gå på bio.	en	She really likes going to the movies.	bio
sv	Vi vill ha mer hälsosam mat.	en	We want healthier food.	hälsosam
sv	Han kommer att falla för frestelsen.	en	He's going to give in to temptation.	frestelse
sv	Jag fick schampo i ögonen och det svider.	en	I got some shampoo in my eyes and it stings.	svida
sv	Han har en korg full av jordgubbar.	en	He has a basket full of strawberries.	korg
sv	Att förlora min dotter har berövat mig livsglädjen.	en	Losing my daughter has taken away my will to live.	beröva
sv	Jag tänkte ringa honom, men jag kom på bättre tankar.	en	I was going to call him, but thought better of it.	tanka
sv	Matchen på söndag kommer att bli avgörande.	en	Sunday's match will be crucial.	avgörande
sv	Kan jag få ett kvitto, tack?	en	I'd like a receipt, please.	kvitto
sv	Han är en fullkomlig främling för mig.	en	He is an utter stranger to me.	främling
sv	Jag är gift och jag har en dotter.	en	I am married and I have a daughter.	gift
sv	Jag är gift och jag har en dotter.	en	I'm married and I have a daughter.	gift
sv	Jag fick en som var rutten.	en	I got a bad one.	rutt
sv	Det är ett hårstrå i min smörgås!	en	There's a hair in my sandwich!	smörgås
sv	De blev avbrutna av en knackning på dörren.	en	They were interrupted by a knock on the door.	knackning
sv	Vi måste operera med det samma.	en	We have to operate immediately.	operera
sv	Varför plågar du mig med det?	en	Why are you tormenting me with that?	plåga
sv	Min far är så att säga en vandrande ordbok.	en	My father is, so to speak, a walking dictionary.	ordbok
sv	Jag ska börja utforska det imorgon.	en	I'll start looking into that tomorrow.	utforska
sv	I dag har jag tillryggalagt sex kilometer.	en	Today I've covered six kilometres.	sex
sv	Det har snöat i två dagar.	en	It has snowed for two days.	snöa
sv	Jag beundrar honom för hans mod.	en	I admire him for his courage.	beundra
sv	Jag har en blåsa av stål.	en	I have a steel bladder.	stål
sv	Skulle det smaka med en smörgås?	en	How about a sandwich?	smörgås
sv	Jag växlade yen till dollar.	en	I exchanged yen for dollars.	växla
sv	De gratulerade honom till hans bröllop.	en	They congratulated him on his marriage.	gratulera
sv	Han behöll hatten på.	en	He kept his hat on.	hatt
sv	Som man sår får man skörda.	en	You reap what you sow.	skörda
sv	Jag fick en spark i baken.	en	I was kicked in the back.	bak
sv	Han tog av sig skjortan.	en	He removed his shirt.	skjorta
sv	Han opererades i går.	en	He was operated on yesterday.	operera
sv	Jag beundrade hans generositet.	en	I had great admiration for his generosity.	beundra
sv	Jag beundrade hans generositet.	en	I admired his generosity.	beundra
sv	Plötsligt blev det mulet.	en	All of a sudden the sky became overcast.	plötslig
sv	Får jag gå och surfa?	en	Can I go surfing?	surfa
sv	Jag ville inte skryta.	en	I didn't want to brag.	skryta
sv	Det ger mig huvudvärk!	en	That gives me a headache!	huvudvärk
sv	Jag glömde min jacka.	en	I forgot my jacket.	jacka
sv	Det överraskar mig inte.	en	That doesn't surprise me.	överraska
sv	Han kommer tillbaka sex.	en	He'll return at six.	sex
sv	Vi kan ta hissen.	en	We can take the elevator.	hiss
sv	Skämta inte med mig!	en	Don't kid me!	skämta
sv	Skämta inte med mig!	en	Don't joke with me!	skämta
sv	Sami ville ha soppa.	en	Sami wanted soup.	soppa
sv	Han föll för frestelsen.	en	He fell to temptation.	frestelse
sv	Jag hade inte bråttom.	en	I wasn't in any hurry.	bråttom
sv	Det ska snöa idag.	en	It'll snow today.	snöa
sv	Det snöar i Paris.	en	It snows in Paris.	snöa
sv	Det ska snöa idag.	en	It's going to snow today.	snöa
sv	Frankrike separeras från Italien av Alperna.	en	France is separated from Italy by the Alps.	separera
sv	Det angår inte mig.	en	That's of no concern to me.	angå
sv	Det angår inte mig.	en	That's none of my business.	angå
sv	Det angår inte mig.	en	It's not my business.	angå
sv	Han svävar i ovisshet.	en	He is in limbo.	sväva
sv	Han svävar i livsfara.	en	His life was in danger.	sväva
sv	Jag ska gå och shoppa.	en	I'll go shopping.	shoppa
sv	Ge mig en pistol.	en	Give me a gun.	pistol
sv	Ge mig en munk.	en	Give me a donut.	munk
sv	Killen hade en pistol.	en	The guy had a gun.	pistol
sv	Vi associerar Egypten med Nilen.	en	We associate Egypt with the Nile.	associera
sv	Försvinn från min gräsmatta!	en	Get off my lawn.	gräsmatta
sv	Försvinn från min gräsmatta!	en	Get off my lawn!	gräsmatta
sv	Kortkorta kjolar har blivit omoderna.	en	Miniskirts have gone out of fashion.	kjol
sv	Vi gick till museet.	en	We went to the museum.	mus
sv	Jag gick vilse i Boston.	en	I lost my way in Boston.	vilse
sv	Han drunknade i floden.	en	He drowned in the river.	drunkna
sv	Han bedrog sina vänner för pengar.	en	He betrayed his friends for money.	bedra
sv	Jag använde mjöl istället för havreflingor.	en	I substituted flour for oatmeal.	mjöl
sv	Ge mig något att signera.	en	Give me something to sign.	signera
sv	Titanic krockade i ett isberg.	en	The Titanic hit an iceberg.	krocka
sv	Jag blöder om knät.	en	My knee is bleeding.	blöda
sv	Förlåt för i går.	en	I'm sorry about yesterday.	förlåt
sv	Ge mig min käpp.	en	Give me my cane.	käpp
sv	Jag mätte hans kroppstemperatur.	en	I took his temperature.	mätta
sv	Ge mig en sked.	en	Give me a spoon.	sked
sv	Det finns yoghurt i kylen.	en	There is yogurt in the fridge.	yoghurt
sv	Jag chartrade ett jetplan.	en	I chartered a jet.	jetplan
sv	Det finns en hake.	en	There's a catch.	hake
sv	Bakterier kan bara ses med hjälp av ett mikroskop.	en	Germs can only be seen with the aid of a microscope.	bakterie
sv	Vill du spela tennis med oss?	en	Do you want to play tennis with us?	tennis
sv	Vi vet att han är en modig man.	en	We know him to be a brave man.	modig
sv	Jag tycker inte om pizza, men det gör Tom.	en	I don't like pizza, but Tom does.	pizza
sv	Jag vill ha din rapport på mitt skrivbord före 14.30.	en	I want your report on my desk by 2:30.	skrivbord
sv	Han tror på det övernaturliga.	en	He believes in the supernatural.	övernaturlig
sv	Min mormor tycker om att sy korsstygn.	en	My grandmother likes doing cross-stitch.	sy
sv	Jag tycker om att fiska.	en	I like to fish.	fiska
sv	Han höll på att bli en känd sångare.	en	He was becoming a famous singer.	sångare
sv	Hennes beundransvärda skaparlust smittar av sig på andra.	en	Her admirable creative urge rubs off on other people.	smitta
sv	Choklad görs på kakaobönor.	en	Chocolate is made from cocoa beans.	choklad
sv	Jag har försökt övertala Tom att göra det.	en	I've been trying to convince Tom to do that.	övertala
sv	Kommer du att lyckas med att reparera min bil?	en	Will you manage to repair my car?	reparera
sv	Du beter dig som ett barn.	en	You're acting like a child.	bete
sv	Är du säker på att han inte har en flickvän?	en	Are you sure he doesn't have a girlfriend?	flickvän
sv	Gjorde alla sin läxa?	en	Did everyone do their homework?	läxa
sv	Vill du ha lite glass?	en	Don't you want some ice cream?	glass
sv	John F. Fitzgerald valdes till borgmästare i Boston år 1906.	en	John F. Fitzgerald was elected mayor of Boston in 1906.	borgmästare
sv	Kom snälla du, jag är ivrig över att se dig.	en	Please come. I'm anxious to see you.	ivrig
sv	Han behövde inte ta med sig ett paraply.	en	He didn't need to bring an umbrella.	paraply
sv	Han kände medlidande med oss.	en	He felt pity for us.	medlidande
sv	Jag känner mig så hjälplös.	en	I feel so helpless.	hjälplös
sv	Kan vi dela på ditt paraply.	en	May I share your umbrella?	paraply
sv	Jag skickade ett mejl till dig.	en	I sent you an e-mail.	mejl
sv	Jag har aldrig sett ett rött kylskåp.	en	I've never seen a red refrigerator.	kylskåp
sv	Det är ingen idé att bråka med honom om det.	en	It is no use arguing with him about it.	bråka
sv	Jag kommer att gå av vid nästa hållplats.	en	I am going to get off at the next stop.	hållplats
sv	Jag kommer att gå av vid nästa hållplats.	en	I'm going to get off at the next stop.	hållplats
sv	Hur gör man för att importera inställningar?	en	How do you import settings?	importera
sv	Kan du reparera den här?	en	Can you repair this?	reparera
sv	Säg till alla att jag är allergisk mot jordnötter.	en	Tell everybody I'm allergic to peanuts.	allergisk
sv	Det står ett piano i rummet.	en	There is a piano in the room.	piano
sv	Det finns ett stort hål i din strumpa.	en	There is a big hole in your stocking.	strumpa
sv	Du har ett stort hål i strumpan.	en	There is a big hole in your stocking.	strumpa
sv	Det kommer försätta dig i fara.	en	That'll put you in danger.	försätta
sv	Jag föreslog honom att hon skulle bli inbjuden till festen.	en	I suggested to him that she be invited to the party.	inbjuda
sv	Ge mig det där geväret.	en	Give me that gun.	gevär
sv	Ge mig det där kuvertet.	en	Give me that envelope.	kuvert
sv	Ge mig den där käppen.	en	Give me that cane.	käpp
sv	När man talar om trollen så står de i farstun.	en	Talk of the devil and he's sure to appear.	troll
sv	Jag skulle kunna vara din handledare.	en	I could tutor you.	handledare
sv	Jag är ledsen om jag sårat dig.	en	I'm sorry if I hurt you.	såra
sv	Hon sa att hon hade en förkylning.	en	She said she had a cold.	förkylning
sv	Layla har inget medlidande för de som förrått henne.	en	Layla has no pity for the people who betrayed her.	medlidande
sv	Det här är det sötaste spädbarnet jag någonsin har sett.	en	This is the cutest baby that I have ever seen.	spädbarn
sv	Han betedde sig som ett barn.	en	He behaved like a child.	bete
sv	Jag har inget att skryta över.	en	I have nothing to boast about.	skryta
sv	Herregud, jag kommer komma för sent till lektionen.	en	Oh my gosh. I will be late for lessons.	herregud
sv	Du kommer att tvätta ett äpple.	en	You will wash an apple.	äpple
sv	Vill ni ha ett äpple?	en	Do you want an apple?	äpple
sv	Jag tänkte att jag kanske kan köpa dig en drink.	en	I thought maybe I could buy you a drink.	drink
sv	De kommer att heja på er.	en	They'll be rooting for you.	heja
sv	En av dina knappar har lossnat.	en	One of your buttons has come off.	lossna
sv	Jag skulle inte ha någonting emot att gå på bio.	en	I wouldn't mind going to the cinema.	bio
sv	Vad ska du göra på sommarlovet?	en	What're you going to do during your summer vacation?	sommarlov
sv	Jag tenderar till att dra till mig förkylningar.	en	I tend to catch colds.	förkylning
sv	Tom skulle vilja bli en bättre simmare.	en	Tom would like to be a better swimmer.	simmare
sv	Han har ingen lust att gå på bio.	en	He really doesn't want to go to the cinema.	bio
sv	Han har ett bra rykte som affärsman.	en	He has a good record as a businessman.	affärsman
sv	Kom igen, stig upp. Du kommer bli försenad till skolan.	en	Come on, get up. You're going to be late for school.	försena
sv	Han gifte sig med en viss skådespelerska.	en	He got married to a certain actress.	skådespelerska
sv	Hon rörde om i kaffet med en sked.	en	She stirred her coffee with a spoon.	sked
sv	Jag får inte upp den här burken.	en	I can't open this jar.	burk
sv	Tom kunde se att Mary började bli mycket nervös.	en	Tom could see Mary was getting very nervous.	nervös
sv	Jag är ledsen, men jag har ingen växel.	en	I'm sorry, but I don't have change.	växel
sv	Förlåt, men jag hör dig inte så bra.	en	I'm sorry, but I can't hear you well.	förlåt
sv	Hon hade alldeles för mycket smink på sig.	en	She had entirely too much makeup on.	smink
sv	Det ligger en sax på skrivbordet.	en	There is a pair of scissors on the desk.	skrivbord
sv	Jag hade en intressant konversation med min granne.	en	I had an interesting conversation with my neighbor.	konversation
sv	Jag letar efter en väninna till mig.	en	I'm looking for a friend of mine.	väninna
sv	Jag ska gå rakt på sak. Du får sparken.	en	I'll come straight to the point. You're fired.	spark
sv	När jag springer, blir jag svettig.	en	When I run, I get sweaty.	svettig
sv	Hunden skällde som om den förstod vad jag hade sagt.	en	The dog barked as if it understood what I'd said.	skälla
sv	Du har bättre kondition än jag.	en	You're in better shape than I am.	kondition
sv	Jag utövar yoga utomhus när jag kan.	en	I practice yoga outdoors when I can.	utomhus
sv	Tack för att du tröstade mig när jag var ledsen.	en	Thank you for consoling me when I was sad.	trösta
sv	Det finns all anledning att betvivla att det är sant.	en	There is every reason to doubt that it is true.	betvivla
sv	I de flesta fall likställs modernisering med västernisering.	en	In most cases, modernization is identified with Westernization.	modernisering
sv	Det har aldrig snöat på ön.	en	It has never snowed on the island.	snöa
sv	Tycker du om vitt vin?	en	Do you like white wine?	vitt
sv	Se på alla dessa askar.	en	Look at all these boxes.	ask
sv	Jag tycker om din hatt.	en	I like your hat.	hatt
sv	Tycker du om att promenera?	en	Do you like walking?	promenera
sv	Jag har lust att gå på bio i morgon.	en	I fancy going to the cinema tomorrow.	bio
sv	Jag har ett tajt schema den här helgen.	en	I have a tight schedule this weekend.	schema
sv	Jag har vit skjorta på mig till vardags.	en	I wear white shirts on weekdays.	skjorta
sv	Välkommen till Wikipedia, den fria encyklopedin som alla kan redigera.	en	Welcome to Wikipedia, the free encyclopedia that anyone can edit.	encyklopedi
sv	I Europa och Amerika ser de hunden som en familjemedlem.	en	In Europe and America they regard the dog as a member of the family.	familjemedlem
sv	Ge mig min pistol bara.	en	Just give me my gun.	pistol
sv	Ge mig ett handtag bara.	en	Just give me a hand.	handtag
sv	Den här ordboken kan komma till användning.	en	This dictionary might come in handy.	ordbok
sv	Yanni skulle aldrig göra en fluga förnär.	en	Yanni would never hurt a fly.	fluga
sv	Han har intyg på att han är anställd.	en	He has proof that he's employed.	intyg
sv	Hon gör en höna av en fjäder.	en	She is making a mountain out of a molehill.	fjäder
sv	Jag skapade en genväg på skrivbordet.	en	I created a shortcut on the desktop.	skrivbord
sv	Han går mig verkligen på nerverna.	en	He really gets on my nerves.	nerv
sv	Det var en så kraftfull explosion att taket flög av.	en	It was such a powerful explosion that the roof was blown off.	explosion
sv	Vi steg upp tidigt så att vi kunde se soluppgången.	en	We got up early so that we could see the sunrise.	soluppgång
sv	Jag talar om ett lejon.	en	I'm talking about a lion.	lejon
