401531	Han är säker på att han kommer att vinna matchen.	671937	Er ist sich sicher, dass er das Spiel gewinnen wird.
401537	Du kommer inte att finna så många nyheter i dagens nyhetstidning.	3087251	Du wirst nicht so viele Neuigkeiten in der heutigen Zeitung finden.
401539	De goda nyheterna fick henne att gråta.	671935	Die guten Neuigkeiten brachten sie zum Weinen.
401547	Han är lika gammal som jag.	332357	Er ist genauso alt wie ich.
401549	De är mina bröder.	586079	Sie sind meine Brüder.
402083	Har du någonsin hört talas om Nessie?	582290	Haben Sie schon von Nessie gehört?
402101	Han siktade mot fågeln.	1211770	Er zielte auf den Vogel.
402105	Han klagade över att rätten smakade illa.	671955	Er beklagte sich, dass das Essen schlecht schmecke.
402108	Om jag vore en fågel så skulle jag kunna flyga till dig.	933586	Wenn ich ein Vogel wäre, könnte ich zu dir fliegen.
402113	Han vore den sista mannen som skulle göra något sånt.	1276642	Er ist der Letzte, der so etwas tun würde.
402115	Jag kan inte göra något sånt.	671978	Ich kann so etwas nicht machen.
402150	Han har blivit rundare.	923343	Er hat zugenommen.
402155	Hon fick en stor summa pengar i förskott för hennes nästa roman.	1507652	Sie bekam eine große Summe als Vorschuss auf ihren nächsten Roman.
402167	När lämnar din far sitt kontor?	1254858	Wann verlässt dein Vater sein Büro?
402170	Jag växlade yen till dollar.	923188	Ich habe Yen in Dollar umgetauscht.
402179	Rosorna blommar i vår trädgård.	3097811	Die Rosen blühen in unserem Garten.
403391	Trädgården har blivit profesionellt anlagd.	1211836	Der Garten ist professionell angelegt worden.
403398	Det tunga regnet förhindrade mig från att komma ut.	1165203	Wegen dem starken Regen konnte ich nicht hinausgehen.
403424	Hon kan tala tio språk.	931225	Sie kann zehn Sprachen sprechen.
403438	Han är före i sin engelska klass.	1216666	Er ist Klassenprimus im Fach Englisch.
403438	Han är före i sin engelska klass.	1216668	Er ist Klassenbester in Englisch.
403440	Han åker skidor i Hokkaido varje vinter.	672534	Er läuft jeden Winter in Hokkaido Ski.
403445	Hon är en kontorskvinna.	671941	Sie ist eine Büroangestellte.
403451	Hans slips matchar bra tillsammans med hans kostym.	923210	Seine Krawatte passt gut zu seinem Anzug.
403478	Meningar börjar med en stor bokstav.	928373	Sätze fangen mit einem Großbuchstaben an.
403480	Det är söndag imorgon.	444549	Morgen ist Sonntag.
403485	Ring mig klockan fyra. Jag måste ta det första tåget.	923227	Ruf mich um vier an. Ich muss den ersten Zug nehmen.
403494	Han är medveten om hans eget fel.	1343982	Er ist sich seines eigenen Fehlers bewusst.
403505	Du är den sista personen jag förväntade mig att träffa här.	1240388	Du bist die letzte Person, die ich hier zu treffen erwartete.
403505	Du är den sista personen jag förväntade mig att träffa här.	1240390	Sie sind die letzte Person, die ich hier zu treffen erwartete.
403505	Du är den sista personen jag förväntade mig att träffa här.	1240395	Du bist die letzte Person, von der ich erwartete, sie hier zu treffen.
403505	Du är den sista personen jag förväntade mig att träffa här.	1240399	Sie sind die letzte Person, von der ich erwartete, sie hier zu treffen.
403505	Du är den sista personen jag förväntade mig att träffa här.	1240425	Du bist die letzte Person, die ich hier zu treffen erwartet habe.
403505	Du är den sista personen jag förväntade mig att träffa här.	1240428	Du bist die letzte Person, von der ich erwartet habe, sie hier zu treffen.
403505	Du är den sista personen jag förväntade mig att träffa här.	1240433	Sie sind die letzte Person, von der ich erwartet habe, sie hier zu treffen.
403505	Du är den sista personen jag förväntade mig att träffa här.	1240439	Sie sind die letzte Person, die ich hier zu treffen erwartet habe.
403512	Hon lever ett olyckligt liv.	935630	Sie lebt ein unglückliches Leben.
409610	Jag är hungrig för jag har inte ätit lunch.	933589	Ich habe Hunger, weil ich nicht zu Mittag gegessen habe.
409655	Jag tror inte att det kommer att regna i morgon.	928267	Ich glaube nicht, dass es morgen regnen wird.
409662	Jag är bäst.	923306	Ich bin der Beste.
409662	Jag är bäst.	923307	Ich bin die Beste.
409673	Tack för din förklaring.	1215470	Danke für deine Erklärung.
409683	Vad är det?	80	Was ist das?
409686	Vad skulle världen vara utan kvinnor?	504	Was wäre die Welt ohne Frauen?
409689	Du får inte parkera bilen på denna gata.	1255027	Auf dieser Straße darfst du nicht parken.
409689	Du får inte parkera bilen på denna gata.	1255029	Auf dieser Straße darf man nicht parken.
409689	Du får inte parkera bilen på denna gata.	1255030	Auf dieser Straße gilt ein Parkverbot.
409693	Hon är inte så ung som hon ser ut.	372280	Sie ist nicht so jung, wie sie aussieht.
409695	Jag tror att han var arg.	999589	Ich glaube, er war zornig.
409707	Det här gamla bordet används fortfarande.	443692	Dieser alte Tisch ist immer noch in Gebrauch.
409711	Alla hästar är djur, men inte alla djur är hästar.	532573	Alle Pferde sind Tiere, aber nicht alle Tiere sind Pferde.
409720	En gammal man vilade sig i skuggan av trädet.	536063	Ein alter Mann ruhte sich im Schatten des Baumes aus.
409723	Ge mig lite vatten, och det snabbt.	928460	Gib mir etwas Wasser und zwar schnell!
409724	Jag är väldigt glad att se dig igen.	671956	Ich bin sehr froh dich wiederzusehen.
409736	Det överraskar mig inte.	575321	Das überrascht mich nicht.
409741	Kan du visa mig vad du har köpt?	927192	Kannst du mir zeigen, was du gekauft hast?
409743	Vi ska mötas på stationen klockan nio.	701643	Wir treffen uns um neun Uhr am Bahnhof.
409744	Var snäll och vänta i fem minuter.	701644	Warte bitte fünf Minuten.
409745	Ta det inte personligt.	372574	Nimm es nicht persönlich.
409746	Han hade tänkt att gifta sig med henne.	372334	Er hatte vor, sie zu heiraten.
409747	Denna skrivmaskin har använts mycket.	701648	Diese Schreibmaschine ist viel benutzt worden.
409749	Jeg vet inte om han kommer att besöka oss nästa söndag.	701649	Ich weiß nicht, ob er uns am nächsten Sonntag besuchen wird.
409750	Jag är från Tokyo, Japan.	651145	Ich komme aus Tokio, Japan.
409751	Hur är det? Jag har inte sett dig på evigheter!	701653	Wie geht es? Ich habe dich seit Ewigkeiten nicht gesehen!
409752	Det är två elever borta idag.	701654	Heute fehlen zwei Schüler.
409753	Jag blir ofta förväxlad med min bror.	450680	Ich werde oft mit meinem Bruder verwechselt.
409754	Klimatet är behagligt.	372959	Das Klima ist angenehm.
409881	Företaget gick i konkurs.	701658	Das Unternehmen ging in Konkurs.
409881	Företaget gick i konkurs.	701731	Das Unternehmen ging pleite.
409883	De är väldigt intresserade av astronomi.	701664	Sie sind sehr an Astronomie interessiert.
409885	Han är poet.	701667	Er ist ein Dichter.
409886	Vilket tåg tänker du ta?	701668	Welchen Zug willst du nehmen?
410136	Min pappa promenerar varje dag.	916886	Mein Papa geht jeden Tag spazieren.
410137	Cuzco är en av de intressantaste platserna i världen.	923586	Cuzco ist einer der interessantesten Orte der Welt.
410145	Hon kunde inte komma för hon var sjuk.	931217	Sie konnte nicht kommen, weil sie krank war.
410172	Folk säger ofta att japanska är ett svårt språk.	1366235	Japanisch gilt gemeinhin als eine schwierige Sprache.
410173	Folk säger att han aldrig dör.	923275	Die Leute sagen, dass er niemals stirbt.
415533	Lejonet öppnade sin enorma mun och vrålade.	1211792	Der Löwe öffnete sein riesiges Maul und brüllte.
415551	Vi gör det när han kommer.	671948	Wir machen das, wenn er kommt.
415560	Det händer att dörren är öppen ibland.	1756238	Es kommt manchmal vor, dass die Tür offen steht.
415561	Det tjänar inget till att bråka med honom om det.	1215482	Es führt zu nichts, mit ihm darüber zu streiten.
415561	Det tjänar inget till att bråka med honom om det.	1215485	Es bringt nichts, mit ihm darüber zu streiten.
415565	Precis när hon skulle lämna affären så såg hon en vacker klänning i fönstret.	931219	Gerade als sie dabei war, das Geschäft zu verlassen, sah sie ein schönes Kleid im Schaufenster.
415568	Jag gillar engelska, men jag är inte så bra på att tala det.	671945	Ich mag Englisch, aber kann es nicht so gut sprechen.
415580	Jag såg henne på festen.	923192	Ich sah sie bei der Feier.
415584	Den här vägen kommer att leda dig till parken.	1274444	Dieser Weg führt zum Park.
415585	Säg vad vi ska göra härnäst.	927194	Sag uns, was wir als Nächstes tun sollen.
415614	Hon måste ha varit väldigt vacker när hon var ung.	353618	Sie muss schön gewesen sein, als sie jung war.
415619	Först och främst måste vi bestämma oss för ett namn.	923246	Zuallererst müssen wir uns für einen Namen entscheiden.
415621	Det är en bild som jag gillar väldigt mycket.	2143689	Es ist ein Bild, das ich sehr mag.
415628	Staten New York är nästan lika stort som Grekland.	1211742	Der Bundesstaat New York ist fast so groß wie Griechenland.
415659	Men snart skulle han inte kunna gå, skriva eller ens äta själv.	1305013	Aber bald würde er nicht mehr laufen und schreiben, ja nicht einmal selbst essen können.
415755	Vi prövar en helt ny metod.	3278924	Wir testen gerade eine komplett neue Methode.
415755	Vi prövar en helt ny metod.	3278925	Wir versuchen gerade eine komplett andere Methode.
415793	Det här är den vackraste utsikten som jag någonsin sett.	923273	Das ist die schönste Aussicht, die ich je gesehen habe.
415794	Hon kan prata både engelska och tyska.	931228	Sie kann sowohl Englisch als auch Deutsch sprechen.
415800	Han sov över hos sin moster.	1211768	Er übernachtete im Haus seiner Tante.
415823	Han är ivrig över att tillfredställa allihop.	1305027	Er bemüht sich eifrig, es allen recht zu machen.
415827	Jag kommer att kunna träffa honom nästa år.	671965	Ich werde sie im nächsten Jahr treffen können.
415828	Han fuskade under provet genom att kopiera från flickan framför honom.	1218060	Er mogelte bei der Prüfung, indem er von dem Mädchen abschrieb, das vor ihm saß.
415828	Han fuskade under provet genom att kopiera från flickan framför honom.	1218063	Er mogelte bei der Prüfung, indem er von dem Mädchen vor ihm abschrieb.
415844	Det brukade finnas en restaurang framför den här busstationen.	1252882	Vor dieser Bushaltestelle gab es früher einmal ein Restaurant.
415847	Han har bara en tröja för resten av dom är på tvätt.	1366237	Er hat nur ein Hemd, denn die übrigen sind in der Reinigung.
415855	Kan du hitta den?	923231	Kannst du es finden?
415858	Jag läste brevet åt honom.	1239172	Ich las ihm den Brief vor.
415861	Kvinnan som sitter där borta är hans nuvarande fru.	1356104	Die Frau, die dort drüben sitzt, ist seine jetzige Ehefrau.
415922	Det är tyst här om nätterna.	1214925	Nachts ist es hier ruhig.
416192	Det börjar bli molnigt. Det kanske börjar regna snart.	1327752	Es zieht sich zu. Vielleicht fängt es bald an zu regnen.
416193	Även om jag var trött så försökte jag mitt bästa.	933591	Obwohl ich müde war, versuchte ich mein Bestes.
416194	Han var arg över att jag hade kränkt honom.	911518	Er ärgerte sich darüber, dass ich ihn beleidigt hatte.
416199	Vi kan inte leva utan luft.	365620	Wir können nicht ohne Luft leben.
416201	Även fast jag satt i solen så kände jag mig kall.	1252875	Auch wenn ich in der Sonne saß, war mir doch kalt.
416201	Även fast jag satt i solen så kände jag mig kall.	1252878	Auch wenn ich in der Sonne saß, fror ich doch.
416223	Hon var snäll och tog mig till sjukhuset.	931230	Sie war so nett und brachte mich ins Krankenhaus.
417933	Hon lämnade scenen förra året.	927200	Sie verließ letztes Jahr die Bühne.
419900	Jag vet inte om jag har tid att göra det.	933592	Ich weiß nicht, ob ich Zeit habe, das zu tun.
419900	Jag vet inte om jag har tid att göra det.	1214586	Ich weiß nicht, ob ich dazu kommen werde.
421457	Finns det något vatten i kannan?	923583	Ist etwas Wasser in der Kanne?
421458	Om jag blir rik så kommer jag att köpa den.	923157	Falls ich reich werde, kaufe ich das.
424799	Han är känd som den bästa advokaten i den här staden.	1214577	Er ist als der beste Anwalt der Stadt bekannt.
424799	Han är känd som den bästa advokaten i den här staden.	1214578	Er gilt als der beste Anwalt dieser Stadt.
424815	Jane spelade väl inte tennis?	671951	Jane spielte doch kein Tennis?
424824	Hans mål är att bli lärare.	1211799	Sein Ziel ist, Lehrer zu werden.
424824	Hans mål är att bli lärare.	1211801	Sein Berufsziel ist Lehrer.
424826	Våg efter våg forsade upp på stranden.	1400111	Welle auf Welle spülte an den Strand.
424827	Det tog henne hela eftermiddagen att göra klart arbetet.	1214624	Sie brauchte den ganzen Nachmittag für diese Arbeit.
424827	Det tog henne hela eftermiddagen att göra klart arbetet.	1214626	Sie brauchte den ganzen Nachmittag, um die Arbeit zu erledigen.
424845	Är hon gift?	368246	Ist sie verheiratet?
483685	I går köpte hon grönsaker.	671932	Gestern kaufte sie Gemüse.
483687	Är han läkare?	923674	Ist er ein Arzt?
487168	Jag vet inte.	351740	Ich weiß nicht.
487320	Akiko har flera vänner i Frankrike.	916887	Akiko hat einige Freunde in Frankreich.
489190	Tack så mycket!	368	Vielen Dank!
490834	Jag skulle vilja ha en till kopp kaffe.	923595	Ich hätte gern noch eine Tasse Kaffee.
490849	Han tycker om att se på tv.	357192	Er sieht gern fern.
490849	Han tycker om att se på tv.	586869	Er schaut gerne fern.
490855	Det här halsbandet som tillhör Jane är en gåva från hennes farmor.	923281	Diese Kette von Jane ist ein Geschenk ihrer Großmutter.
490886	Var snäll mot henne, Bill.	396417	Sei nett zu ihr, Bill.
490905	Huset brinner.	605418	Das Haus brennt.
490924	Är du allergisk mot någon medicin?	928384	Bist du auf irgendein Medikament allergisch?
490926	Jag vill att du läser det här engelska brevet.	1276635	Ich will, dass du diesen englischen Brief liest.
490956	Du måste gå vare sig du gillar det eller ej.	1276633	Du musst gehen, ob es dir gefällt oder nicht.
490956	Du måste gå vare sig du gillar det eller ej.	1276634	Du musst gehen, ob es dir nun gefällt oder nicht.
490958	De gifter sig nästa månad.	622381	Sie werden nächsten Monat heiraten.
491082	Jag vet inte vad det är.	367240	Ich weiß nicht, was das ist.
491540	Var är Britney Spears?	473945	Wo ist Britney Spears?
492889	Det är flickan som jag känner väl.	671971	Das ist das Mädchen, das ich gut kenne.
493594	Jag kan sjunga det på engelska.	1295208	Ich kann das auf Englisch singen.
493909	Vi behöver pengar.	406394	Wir brauchen Geld.
493909	Vi behöver pengar.	1001997	Wir haben Geld nötig.
493909	Vi behöver pengar.	2463232	Wir benötigen Geld.
415620	Jag har inga pengar.	349987	Ich habe kein Geld.
509944	Jag heter Farshad.	509931	Ich heiße Farshad.
522481	Jag är arbetslös.	427298	Ich bin arbeitslos.
546958	Det regnade i går.	444486	Gestern regnete es.
618705	Vad man icke kan tala om, därom måste man tiga.	390030	Wovon man nicht sprechen kann, darüber muss man schweigen.
647249	Vet du inte att han gick bort för två år sedan?	421854	Weißt du nicht, dass er vor zwei Jahren gestorben ist?
647282	Du kan använda ett lexikon till den här tentamen.	1276648	Sie können bei dieser Prüfung ein Lexikon benutzen.
647282	Du kan använda ett lexikon till den här tentamen.	1276650	Du kannst bei dieser Prüfung ein Lexikon benutzen.
647320	Jag kommer att åka oavsett väder.	671961	Ich werde fahren, egal wie das Wetter ist.
647342	De vann faktiskt.	671952	Sie gewannen tatsächlich.
647369	Du kan använda mitt skrivbord om du vill.	541339	Du kannst meinen Schreibtisch benutzen, wenn du willst.
651186	Mitt armbandsur behöver lagas.	455123	Meine Armbanduhr muss repariert werden.
651190	Jag håller inte med din åsikt.	365902	Ich bin anderer Meinung.
651190	Jag håller inte med din åsikt.	1275446	Ich bin nicht deiner Meinung.
651204	Paula måste hjälpa hennes pappa i köket.	928459	Paula muss ihrem Papa in der Küche helfen.
651213	Nu behövs inte bara ord, utan också handling.	916880	Jetzt braucht es nicht nur Worte, sondern auch Taten.
651224	Jag är jättehungrig.	407659	Ich habe einen Bärenhunger.
651240	Ett ögonblicks tvekan kan kosta en pilot livet.	1327759	Ein Augenblick des Zögerns kann einen Piloten das Leben kosten.
653452	Jag älskar min mamma.	651400	Ich liebe meine Mama.
661811	Han är en gentleman.	356171	Er ist ein Gentleman.
661829	Jag är från Kyoto.	661832	Ich komme aus Kyōto.
665778	Isen smälter.	927197	Das Eis schmilzt.
665778	Isen smälter.	1662957	Das Eis taut ab.
665787	Vill ni ha te eller kaffe?	789801	Möchten Sie Tee oder Kaffee?
665788	Flickan höll på att koka te till åt sin kamrat.	3139102	Das Mädchen war damit beschäftigt, Tee für seinen Kameraden zu kochen.
665789	Jag bad honom att koka lite té.	2193428	Ich bat ihn, ein bisschen Tee zu kochen.
677002	Han bor i Kyoto.	355952	Er wohnt in Kyoto.
677004	Hon bor i Kyoto.	676996	Sie wohnt in Kyoto.
684135	Ena sidan av ett mynt kallas för 'krona' och den andra kallas för 'klave'.	1214919	Die eine Seite einer Münze nennt man Kopf, die andere Zahl.
704647	Hon låtsades att hon inte hade hört vad jag sa.	3303135	Sie tat so, als ob sie nicht gehört hätte, was ich sagte.
704651	Jag arbetar 3 timmar varje söndagsmorgon.	931385	Ich arbeite jeden Sonntagmorgen drei Stunden lang.
742909	Hur gammal är du egentligen?	561014	Wie alt bist du eigentlich?
742910	Hur gammal är du?	480	Wie alt bist du?
760504	Det är något med honom som jag inte gillar.	1216505	Er hat etwas an sich, das mir nicht gefällt.
761657	Jag har precis kommit tillbaka från Sverige.	917229	Ich bin gerade wieder aus Schweden zurückgekommen.
761691	Jag måste gå nu.	344684	Ich muss jetzt gehen.
761694	Hon hade inte råd.	2801429	Sie konnte es sich nicht leisten.
765034	Skål!	433577	Prost!
778881	Detta är ett litet steg för en människa men ett jättekliv för mänskligheten.	433668	Das ist ein kleiner Schritt für den Menschen, aber ein riesiger Sprung für die Menschheit.
822643	Jag vill dricka en kopp kaffe.	1211789	Ich möchte eine Tasse Kaffee trinken.
822651	Jag är upptagen, så jag kan inte gå.	1214630	Ich bin beschäftigt, deshalb kann ich nicht hingehen.
822653	Vårt skolbibliotek är väldigt litet, men det är nytt.	923297	Unsere Schulbücherei ist recht klein, aber sie ist neu.
822657	Om jag är homosexuell, är det en synd?	923203	Und wenn ich homosexuell wäre, ist das eine Sünde?
822660	Det är hennes födelsedag imorgon.	923299	Morgen ist ihr Geburtstag.
822665	Öppna flaskan, tack.	928301	Mach bitte die Flasche auf.
822671	Dagarna blir längre och längre.	923304	Die Tage werden immer länger.
822677	I så fall tror jag att du bör komma idag.	2297032	In diesem Fall solltest du heute kommen.
822707	Är du nöjd med ditt nya hus?	2344555	Bist du zufrieden mit deinem neuen Haus?
841974	Jag har ingen katt.	454090	Ich habe keine Katze.
841983	Svara på frågan.	1211759	Beantworten Sie die Frage!
841986	Vilken är din gitarr?	841993	Welche ist deine Gitarre?
841990	Stillhet är guld.	372721	Schweigen ist Gold.
842063	Vem har skrivit denna bok?	340920	Wer hat dieses Buch geschrieben?
848529	Hoppas medan du lever!	666022	Hoffe, solange Du lebst!
848535	Vilket djur gillar du mest?	1239170	Welches Tier magst du am liebsten?
848551	Jag förlorade medvetandet.	628615	Ich wurde bewusstlos.
848558	Har du inte bestämt dig än?	1199028	Hast du dich noch nicht entschieden?
848558	Har du inte bestämt dig än?	1214583	Haben Sie sich noch nicht entschieden?
848734	Den andra fungerar inte.	819209	Der andere funktioniert nicht.
848738	Du var hemma i går, inte sant?	507873	Du warst gestern zu Hause, oder?
849307	Hur vågar du skratta åt mig?	1254843	Wie kannst du es wagen, mich auszulachen?
849529	Vad har fört dig hit?	923187	Was hat dich hierher geführt?
849667	De byggde en bro.	481752	Sie bauten eine Brücke.
849903	Jag arbetade hårt hela gårdagen.	822792	Ich habe gestern den ganzen Tag lang hart gearbeitet.
850345	Jag vet var hon är.	606452	Ich weiß, wo sie ist.
850623	Kan någon annan svara?	928291	Kann jemand anderes antworten?
850631	Herr White är ungefär i min ålder.	1211681	Herr White ist ungefähr in meinem Alter.
866360	Förlåt för att jag stör, men min bil är trasig, skulle du kunna hjälpa mig?	1756257	Entschuldigen Sie die Störung, aber mein Auto ist kaputt. Könnten Sie mir wohl helfen?
866370	Varför är en del översättningar gråa?	916890	Warum ist ein Teil der Übersetzungen grau?
866390	Det fortsatte att snöa i fyra dagar.	1226810	Es hat vier Tage lang geschneit.
866393	Han är inte en av oss.	371811	Er gehört nicht zu uns.
869025	Flickan hoppar.	923278	Das Mädchen hüpft.
880473	Jag har lånat två böcker.	906161	Ich habe zwei Bücher ausgeliehen.
880490	Förstår du mig?	403044	Verstehen Sie mich?
880490	Förstår du mig?	810137	Verstehst du mich?
880492	Nej, jag förstår dig inte.	2210066	Nein, ich versteh dich nicht.
